Meses,Producto,Region,Año,Valor
Septiembre,Leche evaporada (Kilos),Los Lagos,2019,0
Octubre,Leche evaporada (Kilos),Los Lagos,2019,0
Noviembre,Leche evaporada (Kilos),Los Lagos,2019,0
Diciembre,Leche evaporada (Kilos),Los Lagos,2019,0
Enero,Leche modificada (Kilos),Biobío,2019,0
Febrero,Leche modificada (Kilos),Biobío,2019,0
Marzo,Leche modificada (Kilos),Biobío,2019,0
Abril,Leche modificada (Kilos),Biobío,2019,0
Mayo,Leche modificada (Kilos),Biobío,2019,0
Junio,Leche modificada (Kilos),Biobío,2019,0
Julio,Leche modificada (Kilos),Biobío,2019,0
Agosto,Leche modificada (Kilos),Biobío,2019,0
Septiembre,Leche modificada (Kilos),Biobío,2019,0
Octubre,Leche modificada (Kilos),Biobío,2019,0
Noviembre,Leche modificada (Kilos),Biobío,2019,0
Diciembre,Leche modificada (Kilos),Biobío,2019,0
Enero,Leche modificada (Kilos),La Araucanía,2019,0
Febrero,Leche modificada (Kilos),La Araucanía,2019,0
Marzo,Leche modificada (Kilos),La Araucanía,2019,0
Abril,Leche modificada (Kilos),La Araucanía,2019,0
Mayo,Leche modificada (Kilos),La Araucanía,2019,0
Junio,Leche modificada (Kilos),La Araucanía,2019,0
Julio,Leche modificada (Kilos),La Araucanía,2019,0
Agosto,Leche modificada (Kilos),La Araucanía,2019,0
Septiembre,Leche modificada (Kilos),La Araucanía,2019,0
Octubre,Leche modificada (Kilos),La Araucanía,2019,0
Noviembre,Leche modificada (Kilos),La Araucanía,2019,0
Diciembre,Leche modificada (Kilos),La Araucanía,2019,0
Enero,Leche modificada (Kilos),Los Lagos,2019,0
Febrero,Leche modificada (Kilos),Los Lagos,2019,0
Marzo,Leche modificada (Kilos),Los Lagos,2019,0
Abril,Leche modificada (Kilos),Los Lagos,2019,0
Mayo,Leche modificada (Kilos),Los Lagos,2019,0
Junio,Leche modificada (Kilos),Los Lagos,2019,0
Julio,Leche modificada (Kilos),Los Lagos,2019,0
Agosto,Leche modificada (Kilos),Los Lagos,2019,0
Septiembre,Leche modificada (Kilos),Los Lagos,2019,0
Octubre,Leche modificada (Kilos),Los Lagos,2019,0
Noviembre,Leche modificada (Kilos),Los Lagos,2019,0
Diciembre,Leche modificada (Kilos),Los Lagos,2019,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,2343950
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1987040
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1403760
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1438130
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1785270
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,2191000
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1640870
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1957000
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1622360
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1716170
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,1733890
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2019,2194060
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2019,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2019,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2019,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,175643
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,152261
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,33988
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,33242
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,60931
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,17692
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2019,10668
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2019,0
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,23652
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,87460
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,2580
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,10708
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,0
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,464
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,8814
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2019,14458
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2019,0
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,184905
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,186558
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,8475
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,92896
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,112067
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,72905
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,166503
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2019,38450
Enero,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Febrero,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Marzo,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Abril,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Mayo,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Junio,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Julio,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Agosto,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Septiembre,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Octubre,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Noviembre,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Diciembre,Leche pasteurizada descremada (Litros),Metropolitana,2019,0
Enero,Leche pasteurizada descremada (Litros),La Araucanía,2019,243704
Febrero,Leche pasteurizada descremada (Litros),La Araucanía,2019,0
Marzo,Leche pasteurizada descremada (Litros),La Araucanía,2019,149020
Abril,Leche pasteurizada descremada (Litros),La Araucanía,2019,375711
Mayo,Leche pasteurizada descremada (Litros),La Araucanía,2019,441397
Junio,Leche pasteurizada descremada (Litros),La Araucanía,2019,329594
Julio,Leche pasteurizada descremada (Litros),La Araucanía,2019,206044
Agosto,Leche pasteurizada descremada (Litros),La Araucanía,2019,333568
Septiembre,Leche pasteurizada descremada (Litros),La Araucanía,2019,324121
Octubre,Leche pasteurizada descremada (Litros),La Araucanía,2019,287817
Noviembre,Leche pasteurizada descremada (Litros),La Araucanía,2019,244390
Diciembre,Leche pasteurizada descremada (Litros),La Araucanía,2019,277808
Enero,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Febrero,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Marzo,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Abril,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Mayo,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Junio,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Julio,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Agosto,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Septiembre,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Octubre,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Noviembre,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Diciembre,Leche pasteurizada descremada (Litros),Los Lagos,2019,0
Enero,Manjar (Kilos),Metropolitana,2019,313290
Febrero,Manjar (Kilos),Metropolitana,2019,333820
Marzo,Manjar (Kilos),Metropolitana,2019,419510
Abril,Manjar (Kilos),Metropolitana,2019,373060
Mayo,Manjar (Kilos),Metropolitana,2019,368440
Junio,Manjar (Kilos),Metropolitana,2019,339000
Julio,Manjar (Kilos),Metropolitana,2019,397270
Agosto,Manjar (Kilos),Metropolitana,2019,399000
Septiembre,Manjar (Kilos),Metropolitana,2019,249260
Octubre,Manjar (Kilos),Metropolitana,2019,338120
Noviembre,Manjar (Kilos),Metropolitana,2019,314260
Diciembre,Manjar (Kilos),Metropolitana,2019,191400
Enero,Manjar (Kilos),Biobío,2019,1722510
Febrero,Manjar (Kilos),Biobío,2019,1447594
Marzo,Manjar (Kilos),Biobío,2019,2034178
Abril,Manjar (Kilos),Biobío,2019,1570371
Mayo,Manjar (Kilos),Biobío,2019,1621780
Junio,Manjar (Kilos),Biobío,2019,1765707
Julio,Manjar (Kilos),Biobío,2019,1799923
Agosto,Manjar (Kilos),Biobío,2019,1045373
Septiembre,Manjar (Kilos),Biobío,2019,1773062
Octubre,Manjar (Kilos),Biobío,2019,1993296
Noviembre,Manjar (Kilos),Biobío,2019,1634088
Diciembre,Manjar (Kilos),Biobío,2019,1623958
Enero,Manjar (Kilos),La Araucanía,2019,0
Febrero,Manjar (Kilos),La Araucanía,2019,0
Marzo,Manjar (Kilos),La Araucanía,2019,0
Abril,Manjar (Kilos),La Araucanía,2019,0
Mayo,Manjar (Kilos),La Araucanía,2019,0
Junio,Manjar (Kilos),La Araucanía,2019,0
Julio,Manjar (Kilos),La Araucanía,2019,0
Agosto,Manjar (Kilos),La Araucanía,2019,0
Septiembre,Manjar (Kilos),La Araucanía,2019,0
Octubre,Manjar (Kilos),La Araucanía,2019,0
Noviembre,Manjar (Kilos),La Araucanía,2019,0
Diciembre,Manjar (Kilos),La Araucanía,2019,0
Enero,Manjar (Kilos),Los Ríos,2019,512329
Febrero,Manjar (Kilos),Los Ríos,2019,784675
Marzo,Manjar (Kilos),Los Ríos,2019,830747
Abril,Manjar (Kilos),Los Ríos,2019,923223
Mayo,Manjar (Kilos),Los Ríos,2019,929044
Junio,Manjar (Kilos),Los Ríos,2019,894307
Julio,Manjar (Kilos),Los Ríos,2019,1004174
Agosto,Manjar (Kilos),Los Ríos,2019,938109
Septiembre,Manjar (Kilos),Los Ríos,2019,893942
Octubre,Manjar (Kilos),Los Ríos,2019,929867
Noviembre,Manjar (Kilos),Los Ríos,2019,686841
Diciembre,Manjar (Kilos),Los Ríos,2019,852332
Enero,Manjar (Kilos),Los Lagos,2019,382304
Febrero,Manjar (Kilos),Los Lagos,2019,491053
Marzo,Manjar (Kilos),Los Lagos,2019,413002
Abril,Manjar (Kilos),Los Lagos,2019,485764
Mayo,Manjar (Kilos),Los Lagos,2019,455997
Junio,Manjar (Kilos),Los Lagos,2019,523395
Julio,Manjar (Kilos),Los Lagos,2019,562086
Agosto,Manjar (Kilos),Los Lagos,2019,582654
Septiembre,Manjar (Kilos),Los Lagos,2019,505031
Octubre,Manjar (Kilos),Los Lagos,2019,582172
Noviembre,Manjar (Kilos),Los Lagos,2019,521817
Diciembre,Manjar (Kilos),Los Lagos,2019,531519
Enero,Mantequilla (Kilos),Metropolitana,2019,10875
Febrero,Mantequilla (Kilos),Metropolitana,2019,12275
Marzo,Mantequilla (Kilos),Metropolitana,2019,12050
Abril,Mantequilla (Kilos),Metropolitana,2019,9275
Mayo,Mantequilla (Kilos),Metropolitana,2019,8200
Junio,Mantequilla (Kilos),Metropolitana,2019,10600
Julio,Mantequilla (Kilos),Metropolitana,2019,10250
Agosto,Mantequilla (Kilos),Metropolitana,2019,9575
Septiembre,Mantequilla (Kilos),Metropolitana,2019,9150
Octubre,Mantequilla (Kilos),Metropolitana,2019,13900
Noviembre,Mantequilla (Kilos),Metropolitana,2019,8075
Diciembre,Mantequilla (Kilos),Metropolitana,2019,5275
Enero,Mantequilla (Kilos),Ñuble,2019,880
Febrero,Mantequilla (Kilos),Ñuble,2019,495
Marzo,Mantequilla (Kilos),Ñuble,2019,1340
Abril,Mantequilla (Kilos),Ñuble,2019,1425
Mayo,Mantequilla (Kilos),Ñuble,2019,3510
Junio,Mantequilla (Kilos),Ñuble,2019,3190
Julio,Mantequilla (Kilos),Ñuble,2019,3055
Agosto,Mantequilla (Kilos),Ñuble,2019,2905
Septiembre,Mantequilla (Kilos),Ñuble,2019,2730
Octubre,Mantequilla (Kilos),Ñuble,2019,1822
Noviembre,Mantequilla (Kilos),Ñuble,2019,2040
Diciembre,Mantequilla (Kilos),Ñuble,2019,935
Enero,Mantequilla (Kilos),Biobío,2019,75080
Febrero,Mantequilla (Kilos),Biobío,2019,74380
Marzo,Mantequilla (Kilos),Biobío,2019,216500
Abril,Mantequilla (Kilos),Biobío,2019,20000
Mayo,Mantequilla (Kilos),Biobío,2019,27020
Junio,Mantequilla (Kilos),Biobío,2019,57620
Julio,Mantequilla (Kilos),Biobío,2019,80640
Agosto,Mantequilla (Kilos),Biobío,2019,39160
Septiembre,Mantequilla (Kilos),Biobío,2019,72620
Octubre,Mantequilla (Kilos),Biobío,2019,54540
Noviembre,Mantequilla (Kilos),Biobío,2019,33960
Diciembre,Mantequilla (Kilos),Biobío,2019,61320
Enero,Mantequilla (Kilos),La Araucanía,2019,123455
Febrero,Mantequilla (Kilos),La Araucanía,2019,92405
Marzo,Mantequilla (Kilos),La Araucanía,2019,168970
Abril,Mantequilla (Kilos),La Araucanía,2019,160060
Mayo,Mantequilla (Kilos),La Araucanía,2019,189230
Junio,Mantequilla (Kilos),La Araucanía,2019,138885
Julio,Mantequilla (Kilos),La Araucanía,2019,156225
Agosto,Mantequilla (Kilos),La Araucanía,2019,115635
Septiembre,Mantequilla (Kilos),La Araucanía,2019,141120
Octubre,Mantequilla (Kilos),La Araucanía,2019,137795
Noviembre,Mantequilla (Kilos),La Araucanía,2019,159485
Diciembre,Mantequilla (Kilos),La Araucanía,2019,189315
Enero,Mantequilla (Kilos),Los Ríos,2019,761810
Febrero,Mantequilla (Kilos),Los Ríos,2019,662798
Marzo,Mantequilla (Kilos),Los Ríos,2019,734824
Abril,Mantequilla (Kilos),Los Ríos,2019,741607
Mayo,Mantequilla (Kilos),Los Ríos,2019,681218
Junio,Mantequilla (Kilos),Los Ríos,2019,655418
Julio,Mantequilla (Kilos),Los Ríos,2019,732058
Agosto,Mantequilla (Kilos),Los Ríos,2019,710955
Septiembre,Mantequilla (Kilos),Los Ríos,2019,729512
Octubre,Mantequilla (Kilos),Los Ríos,2019,790852
Noviembre,Mantequilla (Kilos),Los Ríos,2019,761611
Diciembre,Mantequilla (Kilos),Los Ríos,2019,742381
Enero,Mantequilla (Kilos),Los Lagos,2019,1190145
Febrero,Mantequilla (Kilos),Los Lagos,2019,885169
Marzo,Mantequilla (Kilos),Los Lagos,2019,1090968
Abril,Mantequilla (Kilos),Los Lagos,2019,1274794
Mayo,Mantequilla (Kilos),Los Lagos,2019,1328826
Junio,Mantequilla (Kilos),Los Lagos,2019,1104263
Julio,Mantequilla (Kilos),Los Lagos,2019,1222680
Agosto,Mantequilla (Kilos),Los Lagos,2019,1153066
Septiembre,Mantequilla (Kilos),Los Lagos,2019,1085299
Octubre,Mantequilla (Kilos),Los Lagos,2019,1384401
Noviembre,Mantequilla (Kilos),Los Lagos,2019,1366255
Diciembre,Mantequilla (Kilos),Los Lagos,2019,1505671
Enero,Quesillos (Kilos),Metropolitana,2019,980998
Febrero,Quesillos (Kilos),Metropolitana,2019,1007270
Marzo,Quesillos (Kilos),Metropolitana,2019,1013888
Abril,Quesillos (Kilos),Metropolitana,2019,983754
Mayo,Quesillos (Kilos),Metropolitana,2019,950328
Junio,Quesillos (Kilos),Metropolitana,2019,833884
Julio,Quesillos (Kilos),Metropolitana,2019,904936
Agosto,Quesillos (Kilos),Metropolitana,2019,865332
Septiembre,Quesillos (Kilos),Metropolitana,2019,828178
Octubre,Quesillos (Kilos),Metropolitana,2019,949525
Noviembre,Quesillos (Kilos),Metropolitana,2019,874627
Diciembre,Quesillos (Kilos),Metropolitana,2019,849784
Enero,Quesillos (Kilos),Ñuble,2019,183480
Febrero,Quesillos (Kilos),Ñuble,2019,171600
Marzo,Quesillos (Kilos),Ñuble,2019,195360
Abril,Quesillos (Kilos),Ñuble,2019,194480
Mayo,Quesillos (Kilos),Ñuble,2019,165000
Junio,Quesillos (Kilos),Ñuble,2019,149586
Julio,Quesillos (Kilos),Ñuble,2019,166320
Agosto,Quesillos (Kilos),Ñuble,2019,185240
Septiembre,Quesillos (Kilos),Ñuble,2019,167200
Octubre,Quesillos (Kilos),Ñuble,2019,187440
Noviembre,Quesillos (Kilos),Ñuble,2019,191840
Diciembre,Quesillos (Kilos),Ñuble,2019,191884
Enero,Quesillos (Kilos),Biobío,2019,0
Febrero,Quesillos (Kilos),Biobío,2019,0
Marzo,Quesillos (Kilos),Biobío,2019,0
Abril,Quesillos (Kilos),Biobío,2019,0
Mayo,Quesillos (Kilos),Biobío,2019,0
Junio,Quesillos (Kilos),Biobío,2019,0
Julio,Quesillos (Kilos),Biobío,2019,0
Agosto,Quesillos (Kilos),Biobío,2019,0
Septiembre,Quesillos (Kilos),Biobío,2019,0
Octubre,Quesillos (Kilos),Biobío,2019,0
Noviembre,Quesillos (Kilos),Biobío,2019,0
Diciembre,Quesillos (Kilos),Biobío,2019,0
Enero,Quesillos (Kilos),La Araucanía,2019,0
Febrero,Quesillos (Kilos),La Araucanía,2019,0
Marzo,Quesillos (Kilos),La Araucanía,2019,0
Abril,Quesillos (Kilos),La Araucanía,2019,0
Mayo,Quesillos (Kilos),La Araucanía,2019,0
Junio,Quesillos (Kilos),La Araucanía,2019,0
Julio,Quesillos (Kilos),La Araucanía,2019,0
Agosto,Quesillos (Kilos),La Araucanía,2019,0
Septiembre,Quesillos (Kilos),La Araucanía,2019,0
Octubre,Quesillos (Kilos),La Araucanía,2019,0
Noviembre,Quesillos (Kilos),La Araucanía,2019,0
Diciembre,Quesillos (Kilos),La Araucanía,2019,0
Enero,Quesillos (Kilos),Los Ríos,2019,344280
Febrero,Quesillos (Kilos),Los Ríos,2019,308103
Marzo,Quesillos (Kilos),Los Ríos,2019,347583
Abril,Quesillos (Kilos),Los Ríos,2019,363438
Mayo,Quesillos (Kilos),Los Ríos,2019,356757
Junio,Quesillos (Kilos),Los Ríos,2019,300954
Julio,Quesillos (Kilos),Los Ríos,2019,274998
Agosto,Quesillos (Kilos),Los Ríos,2019,403420
Septiembre,Quesillos (Kilos),Los Ríos,2019,309604
Octubre,Quesillos (Kilos),Los Ríos,2019,329121
Noviembre,Quesillos (Kilos),Los Ríos,2019,337425
Diciembre,Quesillos (Kilos),Los Ríos,2019,356140
Enero,Quesillos (Kilos),Los Lagos,2019,0
Febrero,Quesillos (Kilos),Los Lagos,2019,0
Marzo,Quesillos (Kilos),Los Lagos,2019,0
Abril,Quesillos (Kilos),Los Lagos,2019,0
Mayo,Quesillos (Kilos),Los Lagos,2019,0
Junio,Quesillos (Kilos),Los Lagos,2019,0
Julio,Quesillos (Kilos),Los Lagos,2019,0
Agosto,Quesillos (Kilos),Los Lagos,2019,0
Septiembre,Quesillos (Kilos),Los Lagos,2019,0
Octubre,Quesillos (Kilos),Los Lagos,2019,0
Noviembre,Quesillos (Kilos),Los Lagos,2019,0
Diciembre,Quesillos (Kilos),Los Lagos,2019,0
Enero,Quesos (Kilos),Metropolitana,2019,3800
Febrero,Quesos (Kilos),Metropolitana,2019,4213
Marzo,Quesos (Kilos),Metropolitana,2019,6532
Abril,Quesos (Kilos),Metropolitana,2019,9141
Mayo,Quesos (Kilos),Metropolitana,2019,8188
Junio,Quesos (Kilos),Metropolitana,2019,4856
Julio,Quesos (Kilos),Metropolitana,2019,5961
Agosto,Quesos (Kilos),Metropolitana,2019,6421
Septiembre,Quesos (Kilos),Metropolitana,2019,16500
Octubre,Quesos (Kilos),Metropolitana,2019,6123
Noviembre,Quesos (Kilos),Metropolitana,2019,5024
Diciembre,Quesos (Kilos),Metropolitana,2019,4962
Enero,Quesos (Kilos),Ñuble,2019,108170
Febrero,Quesos (Kilos),Ñuble,2019,82129
Marzo,Quesos (Kilos),Ñuble,2019,80346
Abril,Quesos (Kilos),Ñuble,2019,92324
Mayo,Quesos (Kilos),Ñuble,2019,114860
Junio,Quesos (Kilos),Ñuble,2019,95261
Julio,Quesos (Kilos),Ñuble,2019,105916
Agosto,Quesos (Kilos),Ñuble,2019,93714
Septiembre,Quesos (Kilos),Ñuble,2019,101522
Octubre,Quesos (Kilos),Ñuble,2019,114146
Noviembre,Quesos (Kilos),Ñuble,2019,100758
Diciembre,Quesos (Kilos),Ñuble,2019,105810
Enero,Quesos (Kilos),Biobío,2019,0
Febrero,Quesos (Kilos),Biobío,2019,0
Marzo,Quesos (Kilos),Biobío,2019,0
Abril,Quesos (Kilos),Biobío,2019,0
Mayo,Quesos (Kilos),Biobío,2019,0
Junio,Quesos (Kilos),Biobío,2019,0
Julio,Quesos (Kilos),Biobío,2019,0
Agosto,Quesos (Kilos),Biobío,2019,0
Septiembre,Quesos (Kilos),Biobío,2019,0
Octubre,Quesos (Kilos),Biobío,2019,0
Noviembre,Quesos (Kilos),Biobío,2019,0
Diciembre,Quesos (Kilos),Biobío,2019,0
Enero,Quesos (Kilos),La Araucanía,2019,534904
Febrero,Quesos (Kilos),La Araucanía,2019,383462
Marzo,Quesos (Kilos),La Araucanía,2019,366096
Abril,Quesos (Kilos),La Araucanía,2019,380488
Mayo,Quesos (Kilos),La Araucanía,2019,399376
Junio,Quesos (Kilos),La Araucanía,2019,493292
Julio,Quesos (Kilos),La Araucanía,2019,289703
